Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Status
hbr-9038-auto-black,Hanboro Nautilus Spirit – Great Wave Edition (Midnight Wave),"<p>Hanboro Nautilus Spirit – Ocean Wave Edition
A fusion of transparency, mechanics, and artistry.

The Hanboro Nautilus Spirit is designed for those who appreciate both innovation and style. Featuring a square transparent case with crystal glass bezel, it offers a bold and futuristic presence on the wrist. The hollow wave-pattern dial, enhanced with luminous detailing, creates a striking visual inspired by the power of the ocean.

At its heart, the original Hangzhou 7500 hollow mechanical movement beats with precision – delivering a swing frequency of 28,800 vibrations/hour, a 40-hour power reserve, and accuracy within ±3 seconds/day. The exhibition back reveals the intricate mechanics in motion, thanks to a diamond-knife crafted crystal mirror for ultimate clarity.

Finished with a soft silicone strap for comfort and durability, and equipped with a secure butterfly spring clasp, this timepiece is made for daily wear. With deep waterproofing, it stands resilient through handwashing, rain, and swimming – without compromising its elegance.</p><p><strong>Movement:</strong> Japan CITIZEN 9015 mechanical movement:
Thickness: 3.9mm
Diamond count; 24 pieces
Frequency 28800 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-9038-AUTO-BLACK",TRUE,Title,Default Title,HBR-9038-AUTO-BLACK,250,shopify,10,continue,manual,42399,52999,TRUE,TRUE,HBR-9038-AUTO-BLACK,https://hanborowatches.in/transparent/hbr-9038-auto-black.webp,1,active
hbr-9038-auto-blue,Hanboro Nautilus Spirit – Great Wave Edition (Pacific Blue),"<p>Hanboro Nautilus Spirit – Ocean Wave Edition
A fusion of transparency, mechanics, and artistry.

The Hanboro Nautilus Spirit is designed for those who appreciate both innovation and style. Featuring a square transparent case with crystal glass bezel, it offers a bold and futuristic presence on the wrist. The hollow wave-pattern dial, enhanced with luminous detailing, creates a striking visual inspired by the power of the ocean.

At its heart, the original Hangzhou 7500 hollow mechanical movement beats with precision – delivering a swing frequency of 28,800 vibrations/hour, a 40-hour power reserve, and accuracy within ±3 seconds/day. The exhibition back reveals the intricate mechanics in motion, thanks to a diamond-knife crafted crystal mirror for ultimate clarity.

Finished with a soft silicone strap for comfort and durability, and equipped with a secure butterfly spring clasp, this timepiece is made for daily wear. With deep waterproofing, it stands resilient through handwashing, rain, and swimming – without compromising its elegance.</p><p><strong>Movement:</strong> Japan CITIZEN 9015 mechanical movement:
Thickness: 3.9mm
Diamond count; 24 pieces
Frequency 28800 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-9038-AUTO-BLUE",TRUE,Title,Default Title,HBR-9038-AUTO-BLUE,250,shopify,10,continue,manual,42399,52999,TRUE,TRUE,HBR-9038-AUTO-BLUE,https://hanborowatches.in/transparent/hbr-9038-auto-blue.webp,1,active
hbr-8821-2-auto-astro-rslvr,AstroSphere DualCore – Twin Tourbillon Timepiece (Steel Bracelet Rose Silver),"<p>Hanboro Nautilus Spirit – Ocean Wave Edition
A fusion of transparency, mechanics, and artistry.

The Hanboro Nautilus Spirit is designed for those who appreciate both innovation and style. Featuring a square transparent case with crystal glass bezel, it offers a bold and futuristic presence on the wrist. The hollow wave-pattern dial, enhanced with luminous detailing, creates a striking visual inspired by the power of the ocean.

At its heart, the original Hangzhou 7500 hollow mechanical movement beats with precision – delivering a swing frequency of 28,800 vibrations/hour, a 40-hour power reserve, and accuracy within ±3 seconds/day. The exhibition back reveals the intricate mechanics in motion, thanks to a diamond-knife crafted crystal mirror for ultimate clarity.

Finished with a soft silicone strap for comfort and durability, and equipped with a secure butterfly spring clasp, this timepiece is made for daily wear. With deep waterproofing, it stands resilient through handwashing, rain, and swimming – without compromising its elegance.</p><p><strong>Movement:</strong> Japan CITIZEN 9015 mechanical movement:
Thickness: 3.9mm
Diamond count; 24 pieces
Frequency 28800 times/hour
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 5 ATM</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-8821-2-AUTO-ASTRO-rslvr",TRUE,Title,Default Title,HBR-8821-2-AUTO-ASTRO-rslvr,250,shopify,10,continue,manual,33599,41999,TRUE,TRUE,HBR-8821-2-AUTO-ASTRO-rslvr,https://hanborowatches.in/transparent/hbr-8821-2-auto-astro-rslvr.webp,1,active
hbr-8821-2-auto-astro-slvr,AstroSphere DualCore – Twin Tourbillon Timepiece (Steel Bracelet Pure Silver),"<p>AstroSphere DualCore – Twin Tourbillon Timepiece (Steel Bracelet Pure Silver)</p><p><strong>Movement:</strong> Authentic Hanboro Automatic Mechanical Movement</p><p><strong>Water Resistance:</strong> 5 ATM</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-8821-2-AUTO-ASTRO-slvr",TRUE,Title,Default Title,HBR-8821-2-AUTO-ASTRO-slvr,250,shopify,10,continue,manual,33599,41999,TRUE,TRUE,HBR-8821-2-AUTO-ASTRO-slvr,https://hanborowatches.in/transparent/hbr-8821-2-auto-astro-slvr.webp,1,active
hbr-1001-2-auto-roulette-slv-red,Casino Series: Roulette Royale Automatic Watch (Silver & Monte Carlo Red),"<p>The Hanboro Roulette Royale – Red Gem Silver Edition is an exercise in controlled intensity. Inspired by the precision geometry of a classic roulette wheel, its dial is meticulously structured with concentric detailing and deep red crystal accents that create depth, balance, and visual rhythm.

The polished silver-toned case enhances the architectural clarity of the design, offering a sharper, more contemporary presence on the wrist. Beneath the sculpted dial, the automatic mechanical movement operates with quiet authority — a reminder that true luxury is engineered, not exaggerated.

Finished with a refined leather strap and balanced proportions, this timepiece is crafted for collectors who appreciate mechanical artistry with confidence.

Distinct. Composed. Intentional.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1001-2-AUTO-ROULETTE-SLV-RED",TRUE,Title,Default Title,HBR-1001-2-AUTO-ROULETTE-SLV-RED,250,shopify,10,continue,manual,42399,52999,TRUE,TRUE,HBR-1001-2-AUTO-ROULETTE-SLV-RED,https://hanborowatches.in/transparent/casino-roulette-wheel-silver-ruby-diamond.webp,1,active
hbr-1001-2-auto-roulette-slv-blue,Casino Series: Roulette Royale Automatic Watch (Silver & Royale Blue),"<p>The Hanboro Roulette Royale – Blue Sapphire Silver Edition is a study in precision and architectural balance. Inspired by the geometry of a roulette wheel, the dial is meticulously structured with layered blue crystal elements that create depth, rhythm, and refined symmetry.

The polished silver-toned case sharpens the contrast, delivering a clean and contemporary presence on the wrist. Beneath the sculpted dial, the automatic mechanical movement operates with measured authority — visible, deliberate, and engineered for longevity.

Paired with a classic leather strap, this timepiece speaks to collectors who prefer composure over spectacle and design rooted in structure.

Calculated. Refined. Intentional.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1001-2-AUTO-ROULETTE-SLV-BLUE",TRUE,Title,Default Title,HBR-1001-2-AUTO-ROULETTE-SLV-BLUE,250,shopify,10,continue,manual,42399,52999,TRUE,TRUE,HBR-1001-2-AUTO-ROULETTE-SLV-BLUE,https://hanborowatches.in/transparent/hbr-1001-2-auto-roulette-slv-blue.webp,1,active
hbr-1001-2-auto-roulette-slv-green,Casino Series: Roulette Royale Automatic Watch (Silver & Casino Green),"<p>The Hanboro Roulette Royale – Emerald Reserve Edition captures the sophistication of high-stakes precision. Inspired by the architectural geometry of a roulette wheel, its dial is layered with emerald-toned crystal detailing, creating remarkable depth and symmetry across every rotation.

Encased in polished silver-toned steel, the watch presents a sharp and commanding presence. The rich green dial paired with a matching leather strap evokes understated power — bold without excess.

Driven by an automatic mechanical movement, the piece reflects discipline beneath its dramatic exterior. Designed for collectors who understand that true luxury is measured in detail, balance, and control.

Not luck.
Strategy.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1001-2-AUTO-ROULETTE-SLV-GREEN",TRUE,Title,Default Title,HBR-1001-2-AUTO-ROULETTE-SLV-GREEN,250,shopify,10,continue,manual,42399,52999,TRUE,TRUE,HBR-1001-2-AUTO-ROULETTE-SLV-GREEN,https://hanborowatches.in/transparent/casino-roulette-wheel-silver-diamond-emerald.webp,1,active
hbr-902-auto-a200-black-silver,Hanboro A200 Reserve – Automatic Power Reserve Stainless Steel Watch (Black & Silver),"<p>The Hanboro A200 Reserve is a study in restrained power and modern mechanical precision. Designed for those who understand true horology, its deep black sunray dial creates a dramatic contrast against the polished stainless steel case and bracelet.

Powered by the original Hangzhou A200 automatic movement, it delivers reliable performance with a refined energy reserve display and small seconds complication — a quiet nod to traditional watchmaking mastery.

The sapphire crystal enhances clarity while protecting the minimalist dial architecture. With its balanced proportions and clean aesthetic, the A200 Reserve is a statement of sophistication — engineered for collectors who value precision, purity, and presence.</p><p><strong>Movement:</strong> Hangzhou A200 automatic mechanical movement
Thickness: approx 5mm
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-902-AUTO-A200-BLACK-SILVER",TRUE,Title,Default Title,HBR-902-AUTO-A200-BLACK-SILVER,250,shopify,10,continue,manual,18399,22999,TRUE,TRUE,HBR-902-AUTO-A200-BLACK-SILVER,https://hanborowatches.in/transparent/hbr-902-auto-a200-black-silver.webp,1,active
hbr-902-auto-a200-silver-rg,Hanboro A200 Reserve – Automatic Power Reserve Stainless Steel Watch (Silver & Rose Gold),"<p>The Hanboro A200 Reserve Two-Tone Edition blends contemporary minimalism with timeless elegance. Framed in a refined rose gold bezel and paired with a polished stainless steel bracelet, this timepiece speaks to those who appreciate subtle luxury.

Its silver sunray dial reflects light with quiet brilliance, complemented by striking blue hands and a refined power reserve display. Powered by the original Hangzhou A200 automatic movement, it offers mechanical precision with a smooth 40-hour reserve.

Protected by sapphire crystal and finished with a transparent caseback, the A200 Reserve is a statement of confidence — designed for professionals who value craftsmanship over noise and precision over excess.</p><p><strong>Movement:</strong> Hangzhou A200 automatic mechanical movement
Thickness: approx 5mm
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-902-AUTO-A200-SILVER-RG",TRUE,Title,Default Title,HBR-902-AUTO-A200-SILVER-RG,250,shopify,10,continue,manual,18399,22999,TRUE,TRUE,HBR-902-AUTO-A200-SILVER-RG,https://hanborowatches.in/transparent/hbr-902-auto-a200-silver-rg.webp,1,active
hbr-902-auto-a200-black,Hanboro A200 Reserve – Automatic Power Reserve Stainless Steel Watch (Full Stealth Black),"<p>The Hanboro A200 Reserve Black Edition is engineered for those who command presence without saying a word. Encased in deep black stainless steel with a matching bracelet, this timepiece embodies modern stealth luxury.

The monochrome sunray dial enhances the bold aesthetic, while the refined power reserve display and small seconds complication reflect true mechanical craftsmanship. Powered by the Hangzhou A200 automatic movement, it delivers precision with a 40-hour reserve.

Protected by sapphire crystal and finished with a transparent caseback, the A200 Black Edition is not just a watch — it is authority on the wrist. Designed for leaders who prefer confidence over flash.</p><p><strong>Movement:</strong> Hangzhou A200 automatic mechanical movement
Thickness: approx 5mm
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-902-AUTO-A200-BLACK",TRUE,Title,Default Title,HBR-902-AUTO-A200-BLACK,250,shopify,10,continue,manual,18399,22999,TRUE,TRUE,HBR-902-AUTO-A200-BLACK,https://hanborowatches.in/transparent/hbr-902-auto-a200-black-silver.webp,1,active
hbr-824-2-auto-blue-rg,Hanboro Meridian – Octagonal Day-Date Automatic Watch (Ocean Blue & Rose Gold),"<p>The Hanboro Meridian is a bold expression of architectural luxury and mechanical mastery. Crafted from 304 fine steel using precision diamond-knife angle finishing, the octagonal case is elevated with 56 square-cut crystals — delivering brilliance without compromising strength.

At its heart beats the original Shanghai JHS17 multifunction automatic movement, offering 40 hours of power reserve and refined timekeeping precision. The dial showcases a complete complication layout — date, day, small seconds, and celestial sun-moon display — all enhanced with luminous markers for powerful night visibility.

Protected by sapphire crystal and water resistant up to 100 meters, the Meridian is built for those who demand elegance with endurance.

A timepiece of structure. Brilliance. Authority.</p><p><strong>Movement:</strong> Shanghai JHS17 multifunction automatic movement
Power Reserve: 40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-824-2-AUTO-BLUE-RG",TRUE,Title,Default Title,HBR-824-2-AUTO-BLUE-RG,250,shopify,10,continue,manual,27999,34999,TRUE,TRUE,HBR-824-2-AUTO-BLUE-RG,https://hanborowatches.in/transparent/octagonal-blue.webp,1,active
hbr-824-2-auto-brown-rg,Hanboro Meridian – Octagonal Day-Date Automatic Watch (Espresso Brown & Rose Gold),"<p>The Hanboro Meridian is a bold expression of architectural luxury and mechanical mastery. Crafted from 304 fine steel using precision diamond-knife angle finishing, the octagonal case is elevated with 56 square-cut crystals — delivering brilliance without compromising strength.</p><p><strong>Movement:</strong> Shanghai JHS17 multifunction automatic movement
Power Reserve: 40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-824-2-AUTO-BROWN-RG",TRUE,Title,Default Title,HBR-824-2-AUTO-BROWN-RG,250,shopify,10,continue,manual,27999,34999,TRUE,TRUE,HBR-824-2-AUTO-BROWN-RG,https://hanborowatches.in/transparent/octagonal-diamond-bronze.webp,1,active
hbr-824-2-auto-green-silver,Hanboro Meridian – Octagonal Day-Date Automatic Watch (Emerald Green & Silver),"<p>The Hanboro Meridian is a bold expression of architectural luxury and mechanical mastery. Crafted from 304 fine steel using precision diamond-knife angle finishing, the octagonal case is elevated with 56 square-cut crystals — delivering brilliance without compromising strength.</p><p><strong>Movement:</strong> Shanghai JHS17 multifunction automatic movement
Power Reserve: 40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-824-2-AUTO-GREEN-SILVER",TRUE,Title,Default Title,HBR-824-2-AUTO-GREEN-SILVER,250,shopify,10,continue,manual,27999,34999,TRUE,TRUE,HBR-824-2-AUTO-GREEN-SILVER,https://hanborowatches.in/transparent/octagonal-diamond-emerald.webp,1,active
hbr-1309-auto-purple,Hanboro OceanStrike Purple Abyss – 100M Steel Diver Chronograph,"<p>The OceanStrike “Purple Abyss” is designed for those who move differently. Its deep violet gradient dial shifts from shadow to brilliance under light, creating a rare and commanding presence.

Inside, the Shanghai JHS08 automatic movement delivers precision with a 40-hour reserve and full calendar functionality. The skeletonized tourbillon window exposes the mechanical core, enhanced by luminous markers for bold night visibility.

With 100M water resistance and a ceramic rotating bezel, Purple Abyss merges technical diving capability with avant-garde luxury.</p><p><strong>Movement:</strong> Quartz multifunction chronograph movement
100M water resistance
Stainless steel case</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1309-AUTO-PURPLE",TRUE,Title,Default Title,HBR-1309-AUTO-PURPLE,250,shopify,10,continue,manual,19999,24999,TRUE,TRUE,HBR-1309-AUTO-PURPLE,https://hanborowatches.in/transparent/purple-chrono.webp,1,active
hbr-1309-auto-blue,Hanboro OceanStrike Lagoon Surge – Steel 100M Diver Chronograph,"<p>The OceanStrike “Lagoon Surge” channels coastal sophistication with its cool teal gradient dial. Elegant yet powerful, the dial houses a complete multifunction complication layout with luminous clarity for day or night readability.

Driven by the Shanghai JHS08 automatic movement, it offers a 40-hour power reserve and visible tourbillon architecture beneath sapphire crystal. The unidirectional ceramic bezel reinforces its diver heritage.

Balanced, refined, and engineered for performance, Lagoon Surge is luxury engineered for motion.</p><p><strong>Movement:</strong> Quartz multifunction chronograph movement
100M water resistance
Stainless steel case</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1309-AUTO-BLUE",TRUE,Title,Default Title,HBR-1309-AUTO-BLUE,250,shopify,10,continue,manual,19999,24999,TRUE,TRUE,HBR-1309-AUTO-BLUE,https://hanborowatches.in/transparent/hbr-1309-auto-blue.webp,1,active
hbr-1309-auto-orange,Hanboro OceanStrike Volcanic Reef – 100M Luxury Diver Watch,"<p>The OceanStrike “Volcanic Reef” is raw energy contained in steel. Its fiery sunburst orange dial radiates intensity, contrasted by a precision ceramic bezel and polished 304 steel case.

Equipped with a six-hand multifunction layout, including 24-hour, day, month, and calendar displays, it is powered by the robust Shanghai JHS08 mechanical movement. The visible Geneva-pattern tourbillon mechanism delivers horological theatre at every glance.

Water-resistant to 100 meters and secured with a solid steel bracelet, Volcanic Reef is built for those who prefer bold dominance over subtlety.</p><p><strong>Movement:</strong> Quartz multifunction chronograph movement
100M water resistance
Stainless steel case</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1309-AUTO-ORANGE",TRUE,Title,Default Title,HBR-1309-AUTO-ORANGE,250,shopify,10,continue,manual,19999,24999,TRUE,TRUE,HBR-1309-AUTO-ORANGE,https://hanborowatches.in/transparent/hbr-1309-auto-orange.webp,1,active
hbr-8824-auto-ns-black,Hanboro Hemisphera – Dual Hemisphere Automatic Moonphase Watch (Nocturne Black),"<p>The Hanboro Hemisphera is a mechanical tribute to the world above us. Designed around a rare dual-hemisphere complication, it simultaneously tracks 24-hour sun and moon cycles for both the Northern and Southern hemispheres — a feature inspired by global navigation and celestial mechanics.

Encased in precision-crafted 316L stainless steel with diamond-knife finishing, the 44mm architecture delivers strength with refined detailing. At 12 o’clock, the open flywheel reveals the beating heart of the automatic movement, oscillating at 21,600 vibrations per hour and offering a 40-hour power reserve.

The 3D multi-functional dial integrates:

Northern Hemisphere 24-hour sun & moon display

Southern Hemisphere 24-hour sun & moon display

Open mechanical flywheel

Luminous hour markers

Protected by a sapphire crystal and water-resistant up to 100 meters, the Hemisphera blends global sophistication with mechanical depth.

Built for collectors who think beyond borders.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-8824-AUTO-NS-BLACK",TRUE,Title,Default Title,HBR-8824-AUTO-NS-BLACK,250,shopify,10,continue,manual,27999,34999,TRUE,TRUE,HBR-8824-AUTO-NS-BLACK,https://hanborowatches.in/transparent/hbr-8824-auto-ns-black.webp,1,active
hbr-1001-2-auto-roulette-rg-red,Casino Series: Roulette Royale Automatic Watch (Rose Gold & Monte Carlo Red),"<p>The Hanboro Roulette Royale – Red Gem Edition is a statement in mechanical theatre. Inspired by the geometry and rhythm of a classic roulette wheel, its dial is meticulously structured with concentric detailing and deep red crystal accents that create remarkable depth and symmetry.

Encased in rose gold-toned steel, the watch carries a commanding presence while maintaining refined elegance. The automatic movement beats beneath the surface, visible through its open architecture — a reminder that true luxury lies in mechanical precision, not decoration.

Balanced by a supple leather strap and timeless proportions, this timepiece is crafted for collectors who appreciate design with intent.

Not made for everyone.
Made for those who understand presence.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1001-2-AUTO-ROULETTE-RG-RED",TRUE,Title,Default Title,HBR-1001-2-AUTO-ROULETTE-RG-RED,250,shopify,10,continue,manual,42399,52999,TRUE,TRUE,HBR-1001-2-AUTO-ROULETTE-RG-RED,https://hanborowatches.in/transparent/casino-roulette-wheel-ruby-diamond.webp,1,active
hbr-1309-auto-green,Hanboro OceanStrike Emerald Tide – 100M Diver Chronograph Watch,"<p>The Hanboro OceanStrike “Emerald Tide” captures the depth of the ocean in motion. Its gradient green dial reflects shifting light like deep water under pressure, framed by a unidirectional ceramic bezel engineered for precision.

Powered by the Shanghai JHS08 multifunction mechanical movement, it features a six-hand layout with 24-hour display, day, month, and calendar complications. The open Geneva-pattern tourbillon architecture reveals the heartbeat beneath, while sapphire crystal and 100M water resistance ensure durability beyond elegance.

Built in 304 steel with a solid bracelet and double safety clasp, Emerald Tide is not just a diver — it is controlled power on the wrist.</p><p><strong>Movement:</strong> Quartz multifunction chronograph movement
100M water resistance
Stainless steel case</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-1309-AUTO-GREEN",TRUE,Title,Default Title,HBR-1309-AUTO-GREEN,250,shopify,10,continue,manual,19999,24999,TRUE,TRUE,HBR-1309-AUTO-GREEN,https://hanborowatches.in/transparent/hbr-1309-auto-green.webp,1,active
hbr-8824-auto-ns-blue,Hanboro Hemisphera – Dual Hemisphere Automatic Moonphase Watch (Deep Sky Blue),"<p>The Hanboro Hemisphera is a mechanical tribute to the world above us. Designed around a rare dual-hemisphere complication, it simultaneously tracks 24-hour sun and moon cycles for both the Northern and Southern hemispheres — a feature inspired by global navigation and celestial mechanics.

Encased in precision-crafted 316L stainless steel with diamond-knife finishing, the 44mm architecture delivers strength with refined detailing. At 12 o’clock, the open flywheel reveals the beating heart of the automatic movement, oscillating at 21,600 vibrations per hour and offering a 40-hour power reserve.

The 3D multi-functional dial integrates:

Northern Hemisphere 24-hour sun & moon display

Southern Hemisphere 24-hour sun & moon display

Open mechanical flywheel

Luminous hour markers

Protected by a sapphire crystal and water-resistant up to 100 meters, the Hemisphera blends global sophistication with mechanical depth.

Built for collectors who think beyond borders.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-8824-AUTO-NS-BLUE",TRUE,Title,Default Title,HBR-8824-AUTO-NS-BLUE,250,shopify,10,continue,manual,27999,34999,TRUE,TRUE,HBR-8824-AUTO-NS-BLUE,https://hanborowatches.in/transparent/hbr-8824-auto-ns-blue.webp,1,active
hbr-8824-auto-ns-rg-brown,Hanboro Hemisphera – Dual Hemisphere Automatic Moonphase Watch (Rose Gold & Saddle Brown),"<p>The Hanboro Hemisphera is a mechanical tribute to the world above us. Designed around a rare dual-hemisphere complication, it simultaneously tracks 24-hour sun and moon cycles for both the Northern and Southern hemispheres — a feature inspired by global navigation and celestial mechanics.

Encased in precision-crafted 316L stainless steel with diamond-knife finishing, the 44mm architecture delivers strength with refined detailing. At 12 o’clock, the open flywheel reveals the beating heart of the automatic movement, oscillating at 21,600 vibrations per hour and offering a 40-hour power reserve.

The 3D multi-functional dial integrates:

Northern Hemisphere 24-hour sun & moon display

Southern Hemisphere 24-hour sun & moon display

Open mechanical flywheel

Luminous hour markers

Protected by a sapphire crystal and water-resistant up to 100 meters, the Hemisphera blends global sophistication with mechanical depth.

Built for collectors who think beyond borders.</p><p><strong>Movement:</strong> Automatic mechanical movement
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 100M (10 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-8824-AUTO-NS-RG-BROWN",TRUE,Title,Default Title,HBR-8824-AUTO-NS-RG-BROWN,250,shopify,10,continue,manual,27999,34999,TRUE,TRUE,HBR-8824-AUTO-NS-RG-BROWN,https://hanborowatches.in/transparent/hbr-8824-auto-ns-rg-brown.webp,1,active
hbr-981-auto-rgold,Hanboro Frozen Planet – Summit Edition Automatic Watch | 3D Mountain Dial (Rose Gold),"<p>The Hanboro Frozen Planet – Summit Edition captures the clash of elements with a breathtaking 3D dial featuring golden peaks and snow-covered mountains. The open-heart mechanics,and integrated compass create a true explorer’s aesthetic. Crafted in precision 304 steel with luminous detailing and a premium silicone strap, this timepiece blends adventure with artistry—made for those who conquer both summits and style.</p><p><strong>Movement:</strong> Automatic mechanical movement
44mm case, 304 stainless steel
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-981-AUTO-RGOLD",TRUE,Title,Default Title,HBR-981-AUTO-RGOLD,250,shopify,10,continue,manual,35999,44999,TRUE,TRUE,HBR-981-AUTO-RGOLD,https://hanborowatches.in/transparent/hbr-981-auto-rgold.webp,1,active
hbr-981-auto-silver,Hanboro Frozen Planet – Summit Edition Automatic Watch | 3D Mountain Dial (Glacier Silver),"<p>The Hanboro Frozen Planet – Summit Edition captures the clash of elements with a breathtaking 3D dial featuring golden peaks and snow-covered mountains. The open-heart mechanics,and integrated compass create a true explorer’s aesthetic. Crafted in precision 304 steel with luminous detailing and a premium silicone strap, this timepiece blends adventure with artistry—made for those who conquer both summits and style.</p><p><strong>Movement:</strong> Automatic mechanical movement
44mm case, 304 stainless steel
Power Reserve: ~40 hours
Frequency 21600 times/hour
Stop second function
Automatic/manual winding</p><p><strong>Water Resistance:</strong> 50M (5 ATM)</p>",HANBORO,Apparel & Accessories > Jewelry > Watches,Watches,"LUXURY, Automatic, Skeleton, HBR-981-AUTO-SILVER",TRUE,Title,Default Title,HBR-981-AUTO-SILVER,250,shopify,10,continue,manual,35999,44999,TRUE,TRUE,HBR-981-AUTO-SILVER,https://hanborowatches.in/transparent/hbr-981-auto-silver.webp,1,active
